track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_month,release_year,bin_year,track_pop_shift,y,log_speechiness,acoustic_shift,logit_acousticness,sqrt_liveness
9,pop,indie poptimism,0.499,0.94,C,-2.741,major,0.0332,0.0897,7.28e-05,0.109,0.477,112.02,195000,12,2015,recent,9.0,-2.3136349291806306,-3.1419147837320724,0.0897,-2.3173034464464926,0.3449637662132068
8,pop,indie poptimism,0.54,0.729,C,-3.709,major,0.0276,0.169,0.0,0.112,0.779,80.454,203653,4,2016,recent,8.0,-2.4423470353692043,-3.280751228586288,0.169,-1.5927310799323746,0.3492849839314596
63,pop,indie poptimism,0.646,0.938,C,-4.735,major,0.0754,0.0875,6.52e-06,0.447,0.545,120.708,248880,2,2016,recent,63.0,0.5322168137473082,-2.460409178187613,0.0875,-2.344549292093078,0.6760177512462229
54,pop,indie poptimism,0.418,0.688,B,-5.515,major,0.0265,0.212,0.00964,0.705,0.319,150.03,224787,10,2015,recent,54.0,0.16034265007517948,-3.3104430183936913,0.212,-1.3129118151858667,0.8455767262643882
64,pop,indie poptimism,0.506,0.897,A,-4.632,major,0.26,0.146,0.000451,0.0868,0.525,188.03,219000,1,2016,recent,64.0,0.5753641449035619,-1.3093333199837622,0.146,-1.7663245720802334,0.3111269837220809
50,pop,indie poptimism,0.655,0.686,G,-5.701,major,0.028,0.371,1.13e-06,0.113,0.544,112.974,186109,3,2016,recent,50.0,0.0,-3.270169119255751,0.371,-0.5279291940930053,0.3507135583350036
0,pop,indie poptimism,0.615,0.901,C,-5.096,major,0.0551,0.0294,0.0,0.119,0.559,107.998,254853,10,2015,recent,0.1,-6.906754778648554,-2.7318307297676134,0.0294,-3.49691976262648,0.35916569992135944
70,pop,indie poptimism,0.632,0.701,G,-5.921,major,0.146,0.0114,0.0,0.108,0.497,162.958,215414,4,2016,recent,70.0,0.8472978603872034,-1.8578992717326,0.0114,-4.462676445472409,0.34351128074635334
81,pop,indie poptimism,0.645,0.713,F♯/G♭,-5.355,major,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,5,2015,recent,81.0,1.4500101755059986,-3.0098311979334924,0.00835,-4.777108683584933,0.3507135583350036
13,pop,indie poptimism,0.715,0.576,C,-6.652,major,0.128,0.0863,3.31e-06,0.0822,0.576,128.962,214508,9,2015,recent,13.0,-1.900958761193047,-1.9805015938249322,0.0863,-2.3596726919151925,0.30364452901377953
1,pop,indie poptimism,0.595,0.824,C,-6.692,major,0.04,0.208,0.00094,0.106,0.563,164.066,237395,11,2015,recent,1.0,-4.59511985013459,-2.995732273553991,0.208,-1.337023312113108,0.340587727318528
30,pop,indie poptimism,0.632,0.926,A♯/B♭,-4.229,major,0.0593,0.0809,0.0,0.0854,0.439,134.033,236453,7,2014,recent,30.0,-0.8472978603872036,-2.6693103727862795,0.0809,-2.4301811062996177,0.30886890422961
17,pop,indie poptimism,0.629,0.799,C♯/D♭,-7.657,major,0.036,0.000545,0.000124,0.126,0.659,118.004,241557,2,2016,recent,17.0,-1.5856272637403817,-3.079113882493042,0.000545,-7.514179614734548,0.3687817782917155
27,pop,indie poptimism,0.618,0.754,A♯/B♭,-7.178,major,0.0546,0.0148,0.0,0.178,0.317,120.019,246626,9,2014,recent,27.0,-0.9946225751440619,-2.739540868193581,0.0148,-4.198217485476313,0.433589667773576
0,pop,indie poptimism,0.525,0.785,A,-6.85,major,0.0425,0.027,2.27e-06,0.173,0.24,132.969,212053,3,2015,recent,0.1,-6.906754778648554,-2.9469421093845587,0.027,-3.584547216181676,0.42778499272414877
50,pop,indie poptimism,0.696,0.315,B,-15.067,minor,0.0318,0.237,4.06e-05,0.131,0.224,112.998,323787,8,2016,recent,50.0,0.0,-3.1748589394514264,0.237,-1.1691978901493258,0.37549966711037175
0,pop,indie poptimism,0.634,0.674,B,-10.269,major,0.0486,0.563,0.00262,0.13,0.572,103.021,222147,4,2015,recent,0.1,-6.906754778648554,-2.83702058239917,0.563,0.25334643304410004,0.37416573867739417
0,pop,indie poptimism,0.619,0.475,C♯/D♭,-10.12,major,0.0259,0.000189,7.39e-06,0.124,0.226,108.016,211732,9,2014,recent,0.1,-6.906754778648554,-3.3270179834879037,0.000189,-8.573574525041881,0.36606010435446257
36,pop,indie poptimism,0.695,0.814,B,-6.079,minor,0.0351,0.00145,1.36e-06,0.296,0.628,96.99,195227,2,2015,recent,36.0,-0.5753641449035618,-3.0988730324735045,0.00145,-6.534740670282339,0.5531726674375732
60,pop,indie poptimism,0.604,0.841,C♯/D♭,-5.145,major,0.0423,0.0299,0.00382,0.136,0.578,138.976,203310,9,2014,recent,60.0,0.4054651081081642,-2.95075890791126,0.0299,-3.479540678570597,0.38209946349085605
62,pop,indie poptimism,0.564,0.719,C♯/D♭,-5.505,major,0.0475,0.0126,0.000177,0.0536,0.251,119.023,251320,8,2015,recent,62.0,0.4895482253187058,-2.855970331178832,0.0126,-4.361378411867331,0.25219040425836986
72,pop,indie poptimism,0.572,0.912,G,-4.875,major,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,187187,10,2013,recent,72.0,0.9444616088408513,-2.517016703706234,0.00155,-6.467949145558245,0.3346640106136302
41,pop,indie poptimism,0.617,0.733,A,-3.76,major,0.0424,0.0276,0.0,0.0962,0.719,149.019,209489,3,2016,recent,41.0,-0.3639653772014119,-2.9488486876551407,0.0276,-3.561951469718864,0.32588341473600646
6,pop,indie poptimism,0.674,0.694,D,-4.739,major,0.129,0.223,0.0,0.183,0.242,137.839,239280,10,2016,recent,6.0,-2.751535313041949,-1.973281345851445,0.223,-1.2482685789075285,0.4393176527297759
13,pop,indie poptimism,0.707,0.771,G,-6.275,major,0.0783,0.434,0.0013,0.115,0.437,142.016,218228,1,2014,recent,13.0,-1.900958761193047,-2.427015171372223,0.434,-0.2655495441027782,0.3535533905932738
44,pop,indie poptimism,0.628,0.844,C,-6.614,major,0.0324,0.378,0.000713,0.225,0.607,144.015,230213,6,2015,recent,44.0,-0.2411620568168881,-3.160606916744225,0.378,-0.4980458971195917,0.48476798574163293
16,pop,indie poptimism,0.534,0.852,G,-7.308,major,0.0354,0.000879,0.00506,0.0846,0.263,108.019,233877,9,2015,recent,16.0,-1.6582280766035322,-3.092243173934835,0.000879,-7.035846273732064,0.30757112998459396
0,pop,indie poptimism,0.583,0.613,A,-4.786,minor,0.0414,0.0309,0.0,0.0637,0.815,204.068,218886,5,2014,recent,0.1,-6.906754778648554,-2.9681171065210177,0.0309,-3.4456116218368043,0.27147743920996453
42,pop,indie poptimism,0.46,0.731,G,-7.038,major,0.0562,0.144,0.0,0.247,0.33,115.055,310992,9,2014,recent,42.0,-0.3227733922630512,-2.7150748160391744,0.144,-1.7824570765657415,0.5069516742254631
73,pop,indie poptimism,0.509,0.671,C♯/D♭,-5.709,major,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,10,2015,recent,73.0,0.9946225751440619,-2.553613847797791,0.304,-0.8283219589281979,0.2349468024894146
66,pop,indie poptimism,0.714,0.905,G♯/A♭,-2.663,major,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,155337,6,2012,recent,66.0,0.6632942174102643,-3.2467610283577364,0.00855,-4.753237235096146,0.39496835316262996
46,pop,indie poptimism,0.676,0.926,C,-2.244,minor,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908,12,2014,recent,46.0,-0.16034265007517937,-2.9469421093845587,0.0305,-3.4590537910693406,0.2951270912674741
51,pop,indie poptimism,0.918,0.918,A♯/B♭,-2.218,minor,0.0954,0.344,5.35e-06,0.0243,0.882,110.024,199907,10,2004,older,51.0,0.040005334613699206,-2.2499926428748753,0.344,-0.6455191315706909,0.18520259177452134
0,pop,indie poptimism,0.53,0.768,F,-4.178,major,0.0354,0.127,6.42e-06,0.238,0.432,143.902,260933,10,2016,recent,0.1,-6.906754778648554,-3.092243173934835,0.127,-1.927748469381011,0.4979959839195493
11,pop,indie poptimism,0.563,0.406,B,-10.958,minor,0.0344,0.431,0.00711,0.26,0.152,89.023,187973,4,2016,recent,11.0,-2.0907410969337694,-3.114515809543958,0.431,-0.277772344022583,0.5196152422706632
10,pop,indie poptimism,0.589,0.829,B,-8.187,major,0.0364,0.159,6.36e-05,0.363,0.945,101.404,229720,2,2016,recent,10.0,-2.197224577336219,-3.0704558197499274,0.159,-1.6656874577527165,0.6107372593840988
0,pop,indie poptimism,0.635,0.891,C,-3.913,major,0.0265,0.00531,8.57e-05,0.0743,0.484,105.0,228053,11,2015,recent,0.1,-6.906754778648554,-3.3104430183936913,0.00531,-5.23283929557159,0.2903446228191595
13,pop,indie poptimism,0.331,0.79,A♯/B♭,-6.506,major,0.0533,0.00247,0.00646,0.338,0.164,119.911,273296,7,2016,recent,13.0,-1.900958761193047,-2.7598699498320065,0.00247,-6.001064072859854,0.5899152481501051
17,pop,indie poptimism,0.508,0.912,G,-4.467,major,0.0412,0.0326,0.00198,0.176,0.712,167.799,199667,4,2016,recent,17.0,-1.5856272637403817,-2.972015746936675,0.0326,-3.390299772016221,0.4312771730569565
52,pop,indie poptimism,0.454,0.3,A♯/B♭,-8.938,major,0.0282,0.91,3.21e-06,0.224,0.327,89.134,193027,6,2015,recent,52.0,0.08004270767353656,-3.2649197633696074,0.91,2.313634929180631,0.48373546489791297
40,pop,indie poptimism,0.614,0.703,A♯/B♭,-6.283,major,0.0329,0.371,0.0,0.129,0.224,137.978,251480,8,2014,recent,40.0,-0.4054651081081643,-3.1488834530481657,0.371,-0.5279291940930053,0.372827037646145
49,pop,indie poptimism,0.71,0.827,C,-5.244,major,0.032,0.0437,1.28e-05,0.0896,0.833,110.003,203500,1,2015,recent,49.0,-0.04000533461369925,-3.170085660698769,0.0437,-3.0857235692539526,0.31559467676119
16,pop,indie poptimism,0.682,0.597,D♯/E♭,-8.866,major,0.0405,0.564,0.0,0.331,0.465,138.09,223680,2,2014,recent,16.0,-1.6582280766035322,-2.985781942700823,0.564,0.25741200814902443,0.5839520528262573
0,pop,indie poptimism,0.625,0.744,C♯/D♭,-7.855,major,0.0351,0.0107,0.0,0.224,0.717,123.036,203658,7,2015,recent,0.1,-6.906754778648554,-3.0988730324735045,0.0107,-4.526753880861317,0.48373546489791297
30,pop,indie poptimism,0.559,0.832,D,-4.736,major,0.0328,0.000441,0.0,0.355,0.416,128.015,214496,10,2014,recent,30.0,-0.8472978603872036,-3.1512171763943857,0.000441,-7.72602458524833,0.6041522986797286
68,pop,indie poptimism,0.566,0.755,B,-5.526,major,0.0368,0.0338,0.0,0.315,0.445,101.006,264493,7,2012,recent,68.0,0.7537718023763803,-3.061872076058536,0.0338,-3.3529100496313333,0.570087712549569
74,pop,indie poptimism,0.638,0.738,F♯/G♭,-4.976,minor,0.0292,0.117,0.000384,0.689,0.657,97.021,243147,7,2017,recent,74.0,1.0459685551826876,-3.23907853218572,0.117,-2.021151265806204,0.8360621986431392
63,pop,indie poptimism,0.484,0.875,E,-5.237,major,0.0541,0.00154,9.64e-05,0.169,0.724,150.021,184436,4,2016,recent,63.0,0.5322168137473082,-2.747310915055513,0.00154,-6.47443167553777,0.4230839160261236
61,pop,indie poptimism,0.515,0.821,C,-2.333,major,0.0309,0.00794,0.0,0.0787,0.425,86.994,205173,8,2016,recent,61.0,0.44731221804366483,-3.196625215933381,0.00794,-4.827870314067721,0.2978254522367086
62,pop,indie poptimism,0.44,0.469,F,-8.338,minor,0.112,0.449,0.0,0.169,0.225,169.755,231676,5,2018,recent,62.0,0.4895482253187058,-2.1037342342488805,0.449,-0.20471192141066002,0.4230839160261236
72,pop,indie poptimism,0.47,0.623,C,-5.655,major,0.0302,0.392,0.000453,0.0992,0.298,77.861,225973,12,2015,recent,72.0,0.9444616088408513,-3.2138882833571616,0.392,-0.4389130421757045,0.33045423283716613
66,pop,indie poptimism,0.657,0.456,A,-8.351,major,0.0961,0.705,8.84e-06,0.084,0.381,141.735,196466,9,2015,recent,66.0,0.6632942174102643,-2.2433732333621994,0.705,0.8712224464724486,0.3065941943351178
75,pop,indie poptimism,0.611,0.797,F♯/G♭,-7.627,minor,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,10,2015,recent,75.0,1.0986122886681098,-2.7598699498320065,0.00543,-5.210371349000336,0.5196152422706632
67,pop,indie poptimism,0.468,0.692,D,-4.015,major,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,200360,10,2014,recent,67.0,0.708185057924486,-3.2314546070750607,0.0202,-3.8816658647973155,0.7300684899377592
83,pop,indie poptimism,0.733,0.71,F,-5.849,minor,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,5,2011,recent,83.0,1.5856272637403817,-3.23907853218572,0.145,-1.774367726516186,0.32496153618543844
76,pop,indie poptimism,0.451,0.931,A,-3.871,major,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,12,2007,older,76.0,1.1526795099383855,-2.5022562881231134,0.00076,-7.181431835737489,0.6090976933136424
66,pop,indie poptimism,0.646,0.813,F♯/G♭,-5.29,minor,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,173493,4,2007,older,66.0,0.6632942174102643,-3.249335032352909,0.00178,-6.329360328595713,0.3924283374069717
71,pop,indie poptimism,0.526,0.712,B,-6.525,minor,0.0356,0.0161,0.0,0.179,0.32,105.009,241440,1,2011,recent,71.0,0.8953840470548413,-3.0878475624617967,0.0161,-4.1127049938813025,0.43474130238568315
66,pop,indie poptimism,0.673,0.789,C,-4.288,major,0.0408,0.00975,0.0,0.752,0.841,100.043,197427,8,2016,recent,66.0,0.6632942174102643,-2.9798589243977007,0.00975,-4.62069015149227,0.8729261137118078
64,pop,indie poptimism,0.498,0.502,D,-8.052,major,0.0371,0.891,0.000907,0.0716,0.286,81.169,215180,1,2017,recent,64.0,0.5753641449035619,-3.055482277959765,0.891,2.100996545241666,0.285657137141714
57,pop,indie poptimism,0.726,0.861,F♯/G♭,-5.167,major,0.0695,0.277,4.12e-06,0.0534,0.711,91.966,243413,10,2016,recent,57.0,0.2818511521409875,-2.5319982573218507,0.277,-0.9593917159714261,0.25179356624028343
52,pop,indie poptimism,0.262,0.458,E,-7.228,major,0.0368,0.887,3.38e-05,0.356,0.118,145.353,286537,5,2016,recent,52.0,0.08004270767353656,-3.061872076058536,0.887,2.060457163597239,0.6049793384901669
55,pop,indie poptimism,0.541,0.695,D,-7.75,major,0.0456,0.0148,0.000114,0.137,0.318,115.122,211109,5,2017,recent,55.0,0.2006706954621514,-2.8895720777256004,0.0148,-4.198217485476313,0.3834057902536163
64,pop,indie poptimism,0.372,0.462,A,-9.1,minor,0.0317,0.267,9.91e-06,0.101,0.176,129.026,215440,1,2016,recent,64.0,0.5753641449035619,-3.177254150177381,0.267,-1.0098970434864019,0.3331666249791536
66,pop,indie poptimism,0.392,0.498,A,-7.63,minor,0.117,0.665,0.000118,0.34,0.59,72.048,210639,9,2014,recent,66.0,0.6632942174102643,-2.0635681925235456,0.665,0.6856565088307879,0.5916079783099616
41,pop,indie poptimism,0.632,0.494,G,-7.283,minor,0.207,0.515,0.0,0.12,0.359,75.216,172852,11,2015,recent,41.0,-0.3639653772014119,-1.5278579254416775,0.515,0.06001800972625295,0.36055512754639896
47,pop,indie poptimism,0.418,0.945,G,-3.757,major,0.0683,0.0003,0.0,0.106,0.693,165.041,224640,1,2017,recent,47.0,-0.12014431184206334,-2.54720767598538,0.0003,-8.11142803829907,0.340587727318528
38,pop,indie poptimism,0.522,0.853,G,-3.727,major,0.0393,0.0062,3.21e-05,0.11,0.464,144.917,215462,3,2017,recent,38.0,-0.4895482253187058,-3.0098311979334924,0.0062,-5.0769866871171745,0.34641016151377546
61,pop,indie poptimism,0.567,0.863,G,-5.158,minor,0.037,0.00462,4.77e-05,0.207,0.722,106.03,214360,4,2017,recent,61.0,0.44731221804366483,-3.0576076772720784,0.00462,-5.372729868703795,0.4658325879540846
64,pop,indie poptimism,0.488,0.909,A♯/B♭,-6.591,major,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,244400,1,2011,recent,64.0,0.5753641449035619,-2.2739976361421332,0.0011,-6.811344493733779,0.6826419266350405
53,pop,indie poptimism,0.562,0.832,D,-5.26,major,0.0499,0.000938,2.83e-06,0.063,0.685,104.042,219560,8,2017,recent,53.0,0.12014431184206341,-2.8150787738607335,0.000938,-6.970822168760757,0.2701851217221259
55,pop,indie poptimism,0.511,0.617,A♯/B♭,-5.883,major,0.0313,0.00223,0.0,0.201,0.404,90.951,227800,8,2017,recent,55.0,0.2006706954621514,-3.18689277901515,0.00223,-6.103521203357394,0.4593473631142341
77,pop,indie poptimism,0.763,0.807,C♯/D♭,-3.714,major,0.035,0.0714,0.28,0.348,0.559,103.038,229640,12,2007,older,77.0,1.2083112059245342,-3.101092789211817,0.0714,-2.5653802062402824,0.5983310120660636
73,pop,indie poptimism,0.278,0.676,A,-8.821,major,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,1,2004,older,73.0,0.9946225751440619,-3.055482277959765,0.000423,-7.767715289428259,0.38209946349085605
56,pop,indie poptimism,0.398,0.92,D,-3.267,minor,0.0491,0.00311,0.000531,0.108,0.226,200.131,202627,8,2016,recent,56.0,0.24116205681688824,-2.8285243545700847,0.00311,-5.770017706690805,0.34351128074635334
57,pop,indie poptimism,0.53,0.867,B,-4.989,major,0.0504,0.02,0.000248,0.737,0.74,175.981,195893,10,2017,recent,57.0,0.2818511521409875,-2.8067661740413676,0.02,-3.8918202981106265,0.864291617453276
75,pop,indie poptimism,0.654,0.81,E,-6.26,minor,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,5,2001,older,75.0,1.0986122886681098,-3.249335032352909,0.00719,-4.927848134628874,0.4183300132670378
68,pop,indie poptimism,0.549,0.789,F,-6.071,major,0.0313,0.0178,6.68e-05,0.059,0.715,136.125,214387,12,2015,recent,68.0,0.7537718023763803,-3.18689277901515,0.0178,-4.010596496307104,0.2626785107312739
81,pop,indie poptimism,0.612,0.807,A♯/B♭,-2.81,major,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,2013,recent,81.0,1.4500101755059986,-3.1326981286271485,0.0495,-2.955015492353839,0.3331666249791536
59,pop,indie poptimism,0.575,0.694,C♯/D♭,-5.675,major,0.0709,0.0158,0.0,0.108,0.442,77.539,196533,11,2017,recent,59.0,0.3639653772014115,-2.514541454917691,0.0158,-4.131819188398956,0.34351128074635334
69,pop,indie poptimism,0.649,0.718,C,-6.593,minor,0.0261,0.143,0.0713,0.124,0.718,101.034,274093,7,2015,recent,69.0,0.8001193001121129,-3.3214624136433017,0.143,-1.7905932883378726,0.36606010435446257
68,pop,indie poptimism,0.497,0.914,A,-4.308,major,0.0455,0.126,1.98e-05,0.274,0.385,148.893,187896,4,2017,recent,68.0,0.7537718023763803,-2.8913722582297483,0.126,-1.9367984687040574,0.5329165037789692
60,pop,indie poptimism,0.623,0.886,C♯/D♭,-3.044,major,0.0404,0.0245,0.0,0.247,0.709,92.021,228467,8,2016,recent,60.0,0.4054651081081642,-2.987764103904814,0.0245,-3.6842770425124844,0.5069516742254631
57,pop,indie poptimism,0.64,0.722,A,-3.489,major,0.0351,0.0196,1.27e-05,0.128,0.317,119.916,242307,2,2017,recent,57.0,0.2818511521409875,-3.0988730324735045,0.0196,-3.912431085417486,0.3714835124201342
63,pop,indie poptimism,0.705,0.782,C♯/D♭,-6.284,minor,0.0377,0.672,0.00496,0.138,0.963,90.997,237533,7,2019,recent,63.0,0.5322168137473082,-3.0428238810878416,0.672,0.7172447321390061,0.3847076812334269
35,pop,indie poptimism,0.683,0.813,F,-4.729,major,0.0357,0.0427,7.12e-06,0.0945,0.723,109.997,160987,2,2014,recent,35.0,-0.6190392084062235,-3.085656981081978,0.0427,-3.1099179017177287,0.3232645975048923
32,pop,indie poptimism,0.688,0.502,G,-9.477,major,0.0299,0.479,0.000622,0.123,0.618,127.96,217845,4,2019,recent,32.0,-0.7537718023763801,-3.2213789550863194,0.479,-0.0840494443424517,0.3646916505762094
33,pop,indie poptimism,0.61,0.732,D,-9.529,major,0.0496,0.176,0.000131,0.124,0.807,153.97,205579,4,2019,recent,33.0,-0.7081850579244856,-2.820099704910833,0.176,-1.54368653487132,0.36606010435446257
55,pop,indie poptimism,0.782,0.468,F,-4.881,major,0.0746,0.36,2.31e-06,0.0699,0.655,124.97,219163,4,2017,recent,55.0,0.2006706954621514,-2.4698210123699593,0.36,-0.5753641449035618,0.2826658805020514
73,pop,indie poptimism,0.616,0.656,F,-7.298,major,0.0344,0.096,0.000879,0.205,0.286,150.071,227080,9,2012,recent,73.0,0.9946225751440619,-3.114515809543958,0.096,-2.2424811689243405,0.4636809247747852
63,pop,indie poptimism,0.548,0.221,C,-8.383,major,0.0401,0.775,0.0,0.109,0.457,140.649,148840,11,2016,recent,63.0,0.5322168137473082,-2.993734270891318,0.775,1.2367626271489272,0.3449637662132068
40,pop,indie poptimism,0.625,0.546,F♯/G♭,-8.432,major,0.0932,0.0493,0.0337,0.263,0.252,203.972,201827,3,2013,recent,40.0,-0.4054651081081643,-2.2710864259346746,0.0493,-2.95927447431634,0.5224940191045253
0,pop,indie poptimism,0.716,0.674,G♯/A♭,-9.588,minor,0.107,0.292,0.0566,0.116,0.529,118.044,243163,12,2010,recent,0.1,-6.906754778648554,-2.145581344184381,0.292,-0.8856902914254381,0.35496478698597694
0,pop,indie poptimism,0.597,0.861,G♯/A♭,-8.074,minor,0.0408,0.0229,0.00828,0.143,0.0818,109.978,244211,12,2010,recent,0.1,-6.906754778648554,-2.9798589243977007,0.0229,-3.7534520903901036,0.39115214431215894
0,pop,indie poptimism,0.662,0.904,D,-6.055,minor,0.0359,0.00789,0.413,0.0525,0.591,119.936,249280,4,2010,recent,0.1,-6.906754778648554,-3.0812901619156374,0.00789,-4.834237853376345,0.25
2,pop,indie poptimism,0.643,0.79,C,-6.403,major,0.0356,0.0336,0.00347,0.566,0.33,97.548,242147,1,2009,older,2.0,-3.8918202981106265,-3.0878475624617967,0.0336,-3.359051760211392,0.758946638440411
57,pop,indie poptimism,0.622,0.75,A,-6.367,minor,0.0445,0.0625,0.000133,0.127,0.905,141.324,197973,3,2000,older,57.0,0.2818511521409875,-2.9095545773129388,0.0625,-2.70805020110221,0.37013511046643494
51,pop,indie poptimism,0.735,0.759,C♯/D♭,-6.914,minor,0.0449,0.0242,0.185,0.0966,0.77,109.982,214347,6,2013,recent,51.0,0.040005334613699206,-2.9022419304666522,0.0242,-3.6969050142190962,0.32649655434629016
36,pop,indie poptimism,0.605,0.846,A,-5.177,minor,0.029,0.0421,0.00215,0.131,0.483,110.025,262250,11,2012,recent,36.0,-0.5753641449035618,-3.2441936328524905,0.0421,-3.12469564770051,0.37549966711037175
0,pop,indie poptimism,0.636,0.609,G,-12.871,minor,0.0339,0.0295,0.237,0.198,0.84,108.235,272947,5,2013,recent,0.1,-6.906754778648554,-3.125840958901011,0.0295,-3.493421139263291,0.4560701700396552
50,pop,indie poptimism,0.793,0.825,G,-2.708,minor,0.0547,0.195,8.53e-06,0.0889,0.674,111.964,304840,6,2014,recent,50.0,0.0,-2.7379940774752822,0.195,-1.4178427188548164,0.31448370387032776
3,pop,indie poptimism,0.463,0.717,C♯/D♭,-5.135,major,0.0329,0.034,4.71e-06,0.121,0.31,174.109,191294,1,2013,recent,3.0,-3.4760986898352733,-3.1488834530481657,0.034,-3.3468033095963565,0.3619392214170772
4,pop,indie poptimism,0.34,0.737,G♯/A♭,-4.681,major,0.0582,0.000105,0.762,0.0699,0.499,172.022,192080,3,2010,recent,4.0,-3.1780538303479453,-2.685310714132721,0.000105,-9.161445202293864,0.2826658805020514
61,pop,indie poptimism,0.656,0.61,C,-7.894,minor,0.171,0.416,0.000172,0.245,0.52,140.058,218067,4,2014,recent,61.0,0.44731221804366483,-1.7092582477163112,0.416,-0.339215722566964,0.5049752469181039
44,pop,indie poptimism,0.529,0.436,G♯/A♭,-10.66,minor,0.0707,0.365,0.000666,0.0641,0.185,119.583,192724,4,2014,recent,44.0,-0.2411620568168881,-2.517016703706234,0.365,-0.5537276453102001,0.272213151776324
7,pop,indie poptimism,0.482,0.373,B,-13.427,minor,0.0447,0.729,3.79e-05,0.0927,0.105,183.051,289307,5,2014,recent,7.0,-2.5866893440979424,-2.9058915695542016,0.729,0.9895549111289571,0.3204684071792413
2,pop,indie poptimism,0.662,0.691,C,-7.275,major,0.0415,0.0722,6.32e-05,0.0666,0.292,107.972,274797,9,2013,recent,2.0,-3.8918202981106265,-2.9661734713124464,0.0722,-2.5533761464188625,0.27676705006196095
48,pop,indie poptimism,0.703,0.603,E,-8.687,major,0.161,0.413,0.00125,0.141,0.309,112.015,281133,9,2014,recent,48.0,-0.0800427076735365,-1.7660917224794772,0.413,-0.3515772268670637,0.38858718455450897
0,pop,indie poptimism,0.766,0.576,C♯/D♭,-7.474,major,0.0322,0.137,0.000879,0.113,0.812,129.998,216360,1,2014,recent,0.1,-6.906754778648554,-3.165335057940171,0.137,-1.840433765255303,0.3507135583350036
30,pop,indie poptimism,0.777,0.853,C,-2.993,minor,0.0453,0.0486,6.19e-06,0.0956,0.516,124.991,192533,4,2015,recent,30.0,-0.8472978603872036,-2.8949823704538478,0.0486,-2.974311053091733,0.32496153618543844
53,pop,indie poptimism,0.689,0.68,C,-7.196,minor,0.0427,0.321,0.0211,0.0431,0.646,100.987,368317,4,2015,recent,53.0,0.12014431184206341,-2.9431398234348203,0.321,-0.7491800044286803,0.23043437243605824
0,pop,indie poptimism,0.606,0.658,D,-5.983,major,0.0302,0.195,0.827,0.118,0.566,127.999,367900,1,2014,recent,0.1,-6.906754778648554,-3.2138882833571616,0.195,-1.4178427188548164,0.35777087639996635
0,pop,indie poptimism,0.66,0.7,A,-7.832,major,0.0304,0.0612,0.0687,0.116,0.221,102.514,280205,3,2015,recent,0.1,-6.906754778648554,-3.2089254940150327,0.0612,-2.730455274458588,0.35496478698597694
0,pop,indie poptimism,0.747,0.833,E,-5.525,minor,0.0505,0.804,0.448,0.117,0.936,109.97,214102,1,2014,recent,0.1,-6.906754778648554,-2.8051119139453413,0.804,1.4114846099484495,0.3563705936241092
0,pop,indie poptimism,0.649,0.835,A,-6.545,minor,0.066,0.0116,0.00989,0.0865,0.298,121.019,218525,7,2014,recent,0.1,-6.906754778648554,-2.577021938695806,0.0116,-4.445082376002136,0.3106444913401813
0,pop,indie poptimism,0.386,0.708,F,-8.173,major,0.0489,0.00287,2.26e-05,0.245,0.0858,110.354,207810,12,2014,recent,0.1,-6.906754778648554,-2.831914188324596,0.00287,-5.8505691228636385,0.5049752469181039
0,pop,indie poptimism,0.74,0.829,G♯/A♭,-4.467,major,0.0493,0.0597,0.0,0.0738,0.363,122.988,246254,2,2015,recent,0.1,-6.906754778648554,-2.8251459729784574,0.0597,-2.756866952884475,0.28948229652260254
1,pop,indie poptimism,0.818,0.858,C♯/D♭,-4.219,minor,0.0398,0.0642,0.256,0.256,0.753,119.605,258503,11,2014,recent,1.0,-4.59511985013459,-2.99974029495153,0.0642,-2.6793985677362007,0.5157518783291051
42,pop,indie poptimism,0.843,0.757,F,-5.633,minor,0.038,0.208,8.28e-05,0.0828,0.946,129.934,238479,5,2014,recent,42.0,-0.3227733922630512,-3.036554268074246,0.208,-1.337023312113108,0.30463092423455634
43,pop,indie poptimism,0.681,0.932,C,-2.368,minor,0.0492,0.088,0.0138,0.09,0.628,116.026,326897,4,2015,recent,43.0,-0.2818511521409879,-2.8268337370921772,0.088,-2.338303175596125,0.31622776601683794
34,pop,indie poptimism,0.683,0.584,A♯/B♭,-8.551,minor,0.085,0.282,0.00372,0.11,0.231,129.318,197447,5,2014,recent,34.0,-0.663294217410264,-2.353878387381596,0.282,-0.9345624981101107,0.34641016151377546
